item_no,description,qty,location,plant_id
3MCLEAN,3M UXL 100 - CLEAN TRACESURFACE ATP ,0,,1
3MCLEAN,3M UXL 100 - CLEAN TRACESURFACE ATP ,7,,1
3MSWAB,RS96010LET SWAB SAMPLER WITH LETHEEN - 100/CS,0,,1
3MSWAB,RS96010LET SWAB SAMPLER WITH LETHEEN - 100/CS,101,,1
3MSWAB01,6414 - PETRIFILM E COLI/COLIFRM CT PLT - 500/CS,0,,1
3MSWAB01,6414 - PETRIFILM E COLI/COLIFRM CT PLT - 500/CS,4,,1
3MSWAB02,6406 - PETRIFILM AEROBIC CT PLT 1000EA/CS,0,,1
3MSWAB02,6406 - PETRIFILM AEROBIC CT PLT 1000EA/CS,8,,1
3MSWAB03,6478 - PETRIFILM RAP AEROB CT PLT 50EA/CS,6,,1
3MSWABDE,DESSL 10DE SPONGE-STICK ,76,,1
3MTAPE0001,WASHER - NYLON 15 MM,0,C3C,1
3MTAPE0005,BEARING 30MM,0,C3C,1
3MTAPE0010,"BLADE 2.56""/65MM",0,C3C,1
3MTAPE0015,"BLADE FOR 3"" TAPING HEAD",0,C3C,1
3MTAPE0020,SPRING - TENSION ROLLER,0,C3C,1
3MTAPE0025,ROLLER - TOP TENSION,0,C3C,1
3MTAPE0030,SPRING - COMPRESSION,0,C3C,1
3MTAPE0035,ROLLER - WRAP,0,C3C,1
3MTAPE0040,SHAFT - ROLLER,0,C3C,1
3MTAPE0050,BUSHING - BUFFING ROLLER,0,C3C,1
3MTAPE0060,SPRING - EXTENSION TOP,0,C3D,1
3MTAPE0070,SPRING - CUTTER,0,C3D,1
3MTAPE0072,ROLLER - BOTTOM TENSION,0,C3D,1
3MTAPE0090,ROLLER - IDLER,0,C3D,1
3MTAPE0095,SPRING - EXTENSION BOTTOM,0,C3D,1
3MTAPE0100,SHAFT - WRAP ROLLER,0,C3D,1
3MTAPE0101,SHAFT - WRAP ROLLER,0,,1
3MTAPE0110,GEAR - 28 TOOTH 1.5MM PITCH,0,C3D,1
3MTAPE0120,ROLLER IDLER,0,C3D,1
3MTAPE0125,ROLLER - BUFFING,0,C3D,1
3MTAPE0130,ROLLER - APPLYING,0,C3D,1
3MTAPE0135,BUSHING - APPLYING,0,C3E,1
3MTAPE0145,ROLLER - WRAP,0,C3E,1
3MTAPE0150,BUMPER,0,C3E,1
3MTAPE0155,SPRING - LOWER (BLACK),0,C3E,1
3MTAPE0160,SPRING - UPPER (SILVER),0,C3E,1
3MTAPE0165,ROLLER - KNURLED ASSEMBLY,0,C3E,1
3MTAPE0170,SPRING - TENSION KIT,0,C3E,1
3MTAPE0175,BELT - DRIVE W/HOOK,0,C3E,1
3MTAPE0180,KNOB,0,C3F,1
3MTAPE0185,STUD - MOUNTING,0,C3F,1
3MTAPE0195,BELT - DRIVE,0,C3F,1
3MYEAST,3M YEAST AND MOLD PETRIFILMS,0,,1
3MYEAST,3M YEAST AND MOLD PETRIFILMS,7,,1
A-BLE01,GARLOCK KLOZURE SPLIT OIL SEAL - DRIVE SHAFT,4,,1
A-BLE02,SEAL - SHAFT ON DRIVEN END,6,,1
A-BLE03,GARLOCK KLOZURE OIL SEAL - DRIVE SHAFT (FULL),2,,1
ABC0010001,S/S GROOVED PIN,12,C1B,1
ABC0010002,DIAPHRAM,2,C1B,1
ABC0010003,FLANGE BEARING (NOSE SHAFT),2,C1B,1
ABC0010004,FLANGE BEARING (DRIVE END) - NYLON .750 I.D.,10,C1B,1
ABC0010005,BEARING FLANGE ASSEMBLY,2,C1B,1
ABC0010006,SOLENOID VALVE,1,C1B,1
ABC0010007,VISCOSITY CONTROL,0,C1B,1
ABC0010008,PROXIMITY SWITCH,1,C1B,1
ABC0010009,TIMING PULLEY,1,C1B,1
ABC0010010,GEAR REDUCER R.H. 56 C F 30:1 MC CHICKEN,0,C1A,1
ABC0010011,"WARRICK LEVEL CONTROL - DIRECT, 10K - 120V 16DM W/11 PIN OCTAL SOCKET",0,C1B,1
ABR0010001,"2"" 50 GRIT ROLOC DISC",50,B5B,1
ABR0010002,"2"" 80 GRIT ROLOC DISC",24,B5B,1
ABR0010003,"2"" 120 GRIT ROLOC DISC",7,B5B,1
ABR0010004,"2"" COARSE CONDITIONING DISC",50,B5B,1
ABR0010010,"1/4"" THREADED ROLOC PAD MANDRELL",9,B5B,1
ABR0010011,ROLOC DISC PAD,4,B5B,1
ABR0020001,"2"" 80 GRIT SANDPAPER - 2x50YD",40,B5B,1
ABR0020002,"2"" 240 GRIT SANDPAPER - 50YD/ROLL",50,B5C,1
ABR0020003,".2"" 400 GRIT SANDPAPER x 50yd",50,B5C,1
ABR0020004,"4"" SANDING DISC 36 GRIT",3,B5C,1
ABR0020005,"4"" SANDING DISC 80 GRIT",4,B5C,1
ABR0020007,"4 1/2"" COASRE BLENDIEX DISC",20,B5C,1
ABR0020008,"WALTERS FINE QUICK-STEP 4 1/2"" DISC",5,B5C,1
ABR0020009,BLENDEX DISC,6,B5C,1
ABR0020011,"4 1/2""  X 5/8-11 BACKING PAD",2,B5D,1
ABR0020013,"4 1/2"" QUICK -STEP FLEX GRID 40",9,B5D,1
ABR0020021,"12"" DISC 80 GRIT",0,B5D,1
ABR0020022,"12"" DISCS 120 GRIT",8,B5D,1
ABR0020023,"6"" X 48"" BELTS 80 GRIT",1,B5E,1
ABR0020024,"6"" X 48"" BELTS 120 GRIT",8,B5E,1
ABR0030001,"3"" CUT-OFF WHEEL",0,,1
ABR0030001,"3"" CUT-OFF WHEEL",0,BD5,1
ABR0030005,"14"" X 1/8"" X 1"" CHOP SAW BLADE",4,BD5,1
ABR0030006,"4 1/2"" X 3/64"" X 7/8"" ZIPCUT WHEELS",17,BD5,1
ABR0040002,"6"" X 3/4"" X 1"" GRINDING WHEEL",3,B5E,1
ABR0040003,"4 1/2"" X 1/4"" X 7/8"" GRINDING WHEEL",23,B5E,1
ABR0040005,"7"" X 1/4"" X 7/8"" GRINDING WHEELS",3,B5E,1
ABR0040006,"6"" X 3/4"" X 1"" MED. GRINDING WHEEL",1,B5E,1
ABR0040007,"8"" X 1""  X 1"" MEDIUM GRINDING WHEEL",4,B5E,1
ABR0050001,"6"" X 7/8"" X .0118 WIRE WHEEL",2,B5F,1
ABR0050002,"4"" CRIMPED S/S WIRE CUP BRUCH (NOT TWISTED)",1,B5F,1
ABR0050003," 3 1/2 "" S/S WALTER CUP BRUSH (NOT TWISTED)",2,B5F,1
ABR0050004,S/S BRUSH TWISTED,7,B5G,1
ABR0050005,"WIRE BRUSH 1/4"" PORT 1 1/2"" DIAM.",2,B5G,1
ABR0050006,"1-3/8"" x 1/4"" WIRE WHEEL BRUSH",8,,1
ABR0060001,POLISHING PASTE-MIRROR FINISH,2,B5H,1
ABR0060002,"4 1/2"" POLISING FELT",8,B5H,1
ABR0070001,SHARPENING WHEELS,3,B5G,1
ABR0070002,BUFFING WHEEL,1,B5G,1
ADDMIX08,BURKERT COIL,3,,1
ADM0010001,PICKUP PROBE - 3 WIRE SS FOR FLOW METER,1,D8D,1
ADMIX01,SEAL KIT FOR C216 FOR BRINE PUMP,2,,1
ADMIX02,OIL SEAL 904510-DL DAE,5,,1
ADMIX03,1 - 3/4 INTERNAL SNAP RING ,5,,1
ADMIX04,OIL SEAL 904510-DL,6,,1
ADMIX05,BEARING - ADD MIXER,4,,1
ADMIX06,SPLIT PILLOW BLOCK SLEEVE,4,,1
ADMIX07,SEAL - SMART TECH PUMP - 20MM,2,,1
ADMIX08,PROVU BATCH CONTROLLER,1,,1
APPMCN0001,BEARING BLOCK S/S,1,C1C,1
APPMCN0002,BEARING BLOCK S/S,2,C1C,1
APPMCN0003,FLANGE BEARING ,24,C1C,1
APPMCN0004,DRIVE GEAR,6,C1C,1
APPMCN0005,FLANGE BUSHING FOR DRIVE SHAFT,7,C1C,1
APPSTE0018,O-RING SEAL .239+-.500,50,C1C,1
APPTEM0001,BEARING HOUSING,3,C1C,1
APPTEM0002,SHAFT BUSHINGS,0,C1C,1
APPTEM0003,INFEED DRIVE TEMPURA,1,,1
APPTEM0004,"DRIVE GEAR 1"" BORE 22 TEETH",10,C1C,1
APPTEM0005,COIL/VALVE - BB APPLICATOR,2,,1
BAGS,"RECLOSABLE  (PRODUCTION) 9"" X 12"" (BOX OF 1000)",16,,1
BANDAGE,STRAIGHT METAL DETECT BANDAGE,0,,1
BANDSAW,BAND SAW BLADES,10,,1
BATTERY001,AA ALKALINE BATTERY (8/PK),3.75,F3B,1
BATTERY002,AAA ALKALINE BATTERY - 4/pkg,2,F3B,1
BATTERY003,C BATTERY - 6/pkg,6,F3B,1
BATTERY004,D ALKALINE BATTERY - 6/pk,24,F3B,1
BATTERY005,9V ALKALINE BATTERY - 12/pk,7,F3B,1
BATTERY006,6 VOLT LANTERN BATTERY,5,F3B,1
BATTERY007,BATTERIES - 357/303 BUTTON TYPE,8,,1
BATTERY008,LIT. BATTERY PACK FOR PULSAR LUBE SYSTEM,0,,1
BELTSYN050,GY SYNCHRONOUS BELT - STRECH WRAP - PLANT A,2,,1
BELTV0001,Optibelt - VB 3L 260  EXHAUST FAN,0,,1
BELTV0001,Optibelt - VB 3L 260  EXHAUST FAN,5,D9J,1
BELTVEE0361,V-BELT A82 (FOR CHOPPER),14,,1
BIGRED,BIG RED,0,,1
BLACK,BLACK LEFT HANDED SCISSORS,29,,1
BLANKET29,,0,,1
BLANKET78,,0,,1
BLE0010001,ATKOMATIC VALVE,1,C1D,1
BLE0010002,ATKOMATIC COIL 115VAC/60HZ for BLE0010001 VALVE,2,C1D,1
BLE0010003,SPLIT SILICONE SEAL GARLOCK (PLANT B),6,C1D,1
BLE0010003A,GARLOCK OIL SPLIT SEAL - DISCHARGE SHAFT (PLANT B),4,,1
BLE0010004,REPAIR KIT FOR ATKOMATIC VALVE,1,C1D,1
BLE0010005,SEALS - HI PERFORMANCE,4,,1
BLE0010005A,AMFEC - LIPS SEAL DRIVE END,6,,1
BLE0010006,BUSHING ,1,C1A,1
BLE0010007,ROD SEAL KIT S/S CYLINDER,1,C1D,1
BLE0010008,PISTON SEAL KIT,1,C1D,1
BLE0010009,SHAFT SEAL - 2 PARTS,0,C1D,1
BLE0010010,BUSHING FOR SPROCKET BLE-1-15,1,C1D,1
BLE0010011,HOSE ASSEMBLY,1,C1E,1
BLE0010012,GASKET FOR BLENDER LID,47,C1A,1
BLE0010013,"EXHAUST HOSE 10"" YELLOW W BLACK RIB FLEX HOSE",50,BA7,1
BLE0010014,SPROCKET ,0,,1
BLE0010014,SPROCKET ,0,NUTBOLTROOM,1
BLE0010015,SPROCKET 19T DOBLE 2.275 BORE TAPER LOCK,1,C1E,1
BLE0010016,OIL SEAL,2,C1E,1
BLE0010017,SEAL KIT FOR SHRADER BELLOWS CYLINDER,2,C1E,1
BLE0010018,SOLENOID VALVE,1,C1F,1
BLE0010019,PISTON SEAL KIT (LIN-ACT CYLINDER),2,C1F,1
BLE0010020,ROD SEAL KIT (LIN-ACT CYLINDER,2,C1F,1
BLE0010021,CYLINDER LIN-ACT COATED,0,C1FLR,1
BLE0010025,CARTRIDGE VALVE PARKER,1,CF1,1
BLE0010026,VICKERS COIL 879141,3,,1
BLE0010027,AMFEC DIRECT VALVE / COIL,2,,1
BLE0010028,AMFEC INPUT SEALS,2,,1
BLE0010029,C02 RELIEF VALVE - PLANT B BLENDER,1,,1
BLE0010030,SOLENOID COIL - AMFEC BLENDER,3,,1
BLE0010031,2/3V3.35 QD SH SHEAVE - AMFEC BLENDER,1,,1
BLE0010032,1-1/8 BUSHING - AMFEC BLENDER,1,,1
BLE0010033,IMO RELAY 24V - AMFEC,2,,1
BLE01,ALB PROXIMITY SWITCH N/C,2,,1
BLTTIM0005,TIMING BELT,1,D9B,1
BLTTIM0050,TIMING BELT- HAYSSEN,1,D9B,1
BLTTIM0060,TIMING BELT,5,D9B,1
BLTTIM0065,TIMING BELT,2,D9B,1
BLTTIM0075,TIMING BELT,2,D9B,1
BLTTIM195,TIMING BELT - CRYOVAC,2,,1
BLTVEE0010,A 26 V BELT,6,,1
BLTVEE0014,V-BELT,3,,1
BLTVEE0015,V-BELT,2,D9C,1
BLTVEE0030,V-BELT ,2,,1
BLTVEE0040,V-BELT,3,D9C,1
BLTVEE0045,V-BELT,3,D9C,1
BLTVEE0050,V-BELT,3,D9C,1
BLTVEE0053,AX53 BELT - EXHAUST FAN IN THE RACK WASH ROOM,1,,1
BLTVEE0060,V-BELT,2,D9C,1
BLTVEE0065,V-BELT - MATCHED SET - GATES ONLY,3,D9D,1
BLTVEE0100,V-BELT,2,D9D,1
BLTVEE0114,V-BELT,2,,1
BLTVEE0115,V-BELT,4,D9D,1
BLTVEE0120,V-BELT,2,D9D,1
BLTVEE0125,V-BELT,2,D9D,1
BLTVEE0135,V-BELT,2,D9E,1
BLTVEE0155,V-BELT - B62,4,D9E,1
BLTVEE0160,V-BELT,3,D9E,1
BLTVEE0165,V-BELT,1,D9E,1
BLTVEE0180,V-BELT,0,D9F,1
BLTVEE0185,V-BELT,0,D9F,1
BLTVEE0205,V-BELT,2,D9F,1
BLTVEE0305,V-BELT,3,D9F,1
BLTVEE031,VBELT - COGGED,2,,1
BLTVEE0310,V-BELT,2,D9G,1
BLTVEE0332,V-BELT,3,D9G,1
BLTVEE0340,V-BELT,2,D9G,1
BLTVEE0352,V-BELT,2,D9G,1
BLTVEE0355,V-BELT,3,D9G,1
BLTVEE0360,V-BELT,3,D9G,1
BLTVEE1750,WASHING MACHINE BELT,2,,1
BLUE,VIDEOJET BLUE INK ,44,,1
BLUEH,"BLUE ALUMINUM HANDLE 61"" LONG",6,,1
BOOTW001,BOOT WASHER SEALS 22X40X10,10,,1
BOTTLE,PLASTIC SPRAY BOTTLE,10,,1
BOXELE0001,SCEOB1510 PVC WEATHERTIGHT OCTAGON BOX,3,F4B,1
BOXELE0002,1110 SINGLE GANG HANDI BOX,5,F4B,1
BOXELE0003,11C1 GALVANIZED DUPLEX RECEPTACLE COVERS,3,F4B,1
BOXELE0004,11C4 GALVANIZED DUPLEX BLANK COVERS,6,,1
BOXELE0005,11C5 GALVANIZED SWITCH COVER,4,F4B,1
BOXELE0007,54C1 ROUND COVERS FOR OCTAGON BOX,8,F4B,1
BOXELE0008,609013-C COVER FOR 609-BGW MOTOR STARTER,1,F4B,1
BOXELE0009,"52C49 1/2 SINGLE GANG X 1/2"" PLASTER RINGS FOR 4"" BOX",3,F4B,1
BOXELE0010,1104 DEEP BOX,2,F4B,1
BOXELE0011,S/S ELECTRICAL BOX 10 x 8,4,F4B,1
BOXELE0012,STAINLESS STEEL  12 X 10 X 5 BOX ,0,,1
BOXELE0013,DIN RAIL MOUNTING ADAPTER,2,,1
BOXELE0014,PVC 4 X 4 X 2 BOX,2,,1
BOXELE0015,WATERPROOF CLEAR COVER,1,,1
BOXELE0016,STAINLESS STEEL  12 X 10 X 5 BOX ,1,,1
BOXELE0033,SCEBRC1510 PVC SWITCH COVER,2,F4C,1
BOXELE0046,1414N4PHSS ELP HAMMOND S/S ENCLOSURE 6 X 6 X 4,0,F4C,1
BOXELE0048,"FSC2 CAST FSC2 BOX 3/4""",1,F4C,1
BOXELE0065,PVC COVERS,4,F4D,1
BOXELE0066,JUNCTION BOX 8 X 8 X 6    S/S,1,F4A,1
BOXELE0067,COVER DUPLEX RECEPTACLE GFCI LEVITON,2,F4D,1
BOXELE0068,S/S MOUNTING PLATE FOR ENCLOSURE FOR BOXELE0011,4,,1
BOXELE0072,"1/2"" KNOCKOUT PLUG FILLER - SAME AS ELE0010014",0,F4C,1
BRDSTE0001,BEARING BLOCK ALTERATION,1,C1F,1
BRDSTE0002,POLY MOUNTING PLATE,3,C1F,1
BRDSTE0003,POLY SEAL PROTECTOR,2,C1F,1
BRDSTE0004,BEARING BLOCK ASSEMBLY,0,C1H,1
BRDSTE0005,NYLON SEAL,4,C1F,1
BRDSTE0006,NYLON SEAL,10,C1H,1
BRDSTE0008,VIBRATOR,2,C1H,1
BRDSTE0010,BEARING BLOCKS,20,C1G,1
BRDSTE0011,McNUGGET BREADER BULL NOSE,3,C1J,1
BRDSTE0012,"S/S SLEEVE 1"" BORE",2,C1G,1
BRDSTE0013,"S/S SLEEVE 3/4"" BORE",3,C1G,1
BRDSTE0015,ADJUSTABLE DRAW LATCH OVERCENTER,7,C1G,1
BRDSTE0017,BREADER HOPPER DRIVE GEAR,2,C1G,1
BRDSTE0026,"SEAL BEARING 1"" BORE **do not reorder** maintenance to fabricate when down to sample**",1,C1G,1
BRDSTE0053,SMALL VALVE CARTRIDGE S/S (FLOW CONTROL),2,C1H,1
BRDSTE0070,HYDRAULIC FILTER ELEMENT,2,C1H,1
BRDSTE1001,SAFETY RELAY,2,C1H,1
BRDSTE1002,PLUG,1,C1H,1
BRDSTE1003,CONNECTOR 125V 2 POLE 3 WIRE,1,C1H,1
BRDSTE1004,PLUG - MALE,1,C1H,1
BRDSTE1005,CONNECTOR - FEMALE,1,C1H,1
BRDSTE1006,CONTROL UNIT 120/220V,0,C1H,1
BRDSTE1007,SAFETY INTERLOCK SWITCH TAMPER RESISTANT,2,C1H,1
BRDSTE1008,SAFETY INTERLOCK SWITCH ACTUATOR,0,C1H,1
BRDSTE1009,SAFETY SWITCH TO BE USED WITH BRDSTE1008 ACCTUATOR,0,,1
BRDSTE1010,SIEMENS SAFETY RELAY,1,,1
BRDSTE1010A,SAFETY RELAY,1,,1
BRDSTE1011,SCHMERSAL CABLE,2,,1
BRDSTE1012,SCHMERSAL SENSOR,4,,1
BRDSTE1013,SCHMERSAL MAGNET,4,,1
BRDSTE1014,QF5T INSERT,2,,1
BRGBAL0007,BEARING FOR STRETCH WRAPPER,16,,1
BRGBAL0008,BEARINGS - WHITE DOOR,12,,1
BRGBAL0009,BEARINGS - YELLOW ROLL UP DOOR,4,,1
BRGBAL0020,".192"" X .62"" BALL BRG",11,A1B,1
BRGBAL0060,".25"" X .5"" X .1875"" BALL BRG S/S",3,A1B,1
BRGBAL0100,8 X 22 X 7 BALL BRG,8,A1B,1
BRGBAL0140,"3/8"" X 7/8"" X 5.56"" BALL BRG  S/S",6,A1B,1
BRGBAL0160,"3/8"" X 7/8"" X 7.14"" BALL BRG",3,A1B,1
BRGBAL0180,"3/8"" X 7/8"" X 9/32"" BALL BRG",8,A1B,1
BRGBAL0220,10 X 30 X 9 BALL BRG (STAINLESS STEEL),4,A1B,1
BRGBAL0240,10 X 30 X 14 BALL BRG,2,A1B,1
BRGBAL0280,10 X 35 11 BALL BRG,6,A1C,1
BRGBAL0320,12 X 28 X 8 BALL BRG - STAINLESS STEEL,3,A1C,1
BRGBAL0360,12 X 32 X 10 BALL BRG,6,A1C,1
BRGBAL0380,12 X 40 X 12 BALL BRG,7,A1C,1
BRGBAL0400,"1/2"" X 1 1/8"" X 5/16"" BALL BRG S/S - 2RS",14,A1C,1
BRGBAL0420,"1/2"" X 1 5/16"" X 3/8"" BALL BRG (STAINLESS STEEL)",2,A1C,1
BRGBAL0440,15 X 32 X 9 BALL BRG ,7,A1C,1
BRGBAL0460,15 X 35 X 11 BALL BRG S/S  ,6,A1C,1
BRGBAL0520,15 X 35 X 15.9 BALL BRG (STAINLESS STEEL),2,A1C,1
BRGBAL0540,15 X 42 X 13 BALL BRG,5,A1D,1
BRGBAL0560,15 X 42 X 19 BALL BRG,2,A1D,1
BRGBAL0580,"5/8"" X 35 X 11 BALL BRG - STAINLESS STEEL",4,A1D,1
BRGBAL0600,"5/8"" X 40 X 12 BALL BRG",6,A1D,1
BRGBAL0660,17 X 35 10 BALL BRG - STAINLESS STEEL,4,A1D,1
BRGBAL0700,17 X 40 X 12 BALL BRG (STAINLESS STEEL),6,A1D,1
BRGBAL0820,"3/4"" X 1 5/8"" X 1/2"" BALL BRG SEALED (STAINLESS STEEL)",4,A1D,1
BRGBAL0860,"5/8"" X 1 3/4"" X 1/2"" BALL BRG",4,A1D,1
BRGBAL0870,"3/4"" X 1 3/4"" X 1/2"" BALL BRG",6,,1
BRGBAL0920,20 X 42 X 12 BALL BRG (STAINLESS STEEL),7,A1D,1
BRGBAL0960,20 X 47 X 14 BALL BRG - STAINLESS STEEL,25,A1E,1
BRGBAL0961,6303 ZR-C3 - FOR THORKLIFT,4,,1
BRGBAL1020,20 X 47 X 20.6 BALL BRG,2,A1E,1
BRGBAL1040,20 X 47 X 20.6 BALL BRG,5,A1E,1
BRGBAL1060,20 X 52 X 15 BALL BRG -SS ,4,A1E,1
BRGBAL1100,25 X 47 X 12 BALL BRG,3,A1E,1
BRGBAL1120,25 X 52 X 15 BALL BRG (STANINLESS STEEL),14,A1E,1
BRGBAL1240,"1"" X 2 1/2"" X 3/4"" BALL BRG",2,A1E,1
BRGBAL1260,30 X 55 X 13 BALL BRG (STAINLESS STEEL),4,A1E,1
BRGBAL1280,30 X 62 X 16 BALL BRG (STAINLESS STEEL),4,A1E,1
BRGBAL1360,30 X 72 X 19 BALL BRG (STAINLESS STEEL),3,A1F,1
BRGBAL1420,30 X 72 X30.2 BALL BRG,2,A1F,1
BRGBAL1440,"1 1/4"" X 2 1/2"" X 5/8"" BALL BRG",4,A1F,1
BRGBAL1460,"1 1/4"" X 2 9/16"" X 11/16"" BALL BRG",3,A1F,1
BRGBAL1480,"1 1/4"" X 2 3/4"" X 11/16"" BALL BRG",2,A1F,1
BRGBAL1500,"1 1/4"" X 2 3/4"" X 11/16"" BALL BRG",2,A1F,1
BRGBAL1520,35 X 62 X 14 BALL BRG - STAINLESS STEEL,2,A1F,1
BRGBAL1540,35 X 72 X 17  BALL BRG,3,A1F,1
BRGBAL1580,35 X 72 X 23 BALL BRG SELF ALIGNING,2,A1F,1
BRGBAL1600,35 X 80 X 21 BALL BRG,4,A1G,1
BRGBAL1640,40 X 68 X 15 BALL BRG,4,A1G,1
BRGBAL1660,40 X 80 X 18 BALL BRG - STAINLESS STEEL,3,A1G,1
BRGBAL1720,40 X 90 X 23 BALL BRG - STAINLESS STEEL,3,A1G,1
BRGBAL1780,40 X 110 X 27 BALL BRG,1,A1G,1
BRGBAL1800,40 X 110 X 27 BALL BRG,3,A1G,1
BRGBAL1840,45 X 85 X 19 BALL BRG,5,A1G,1
BRGBAL1860,6210 2RSR.C3 - FOR THEILE TUMBLER,4,,1
BRGBAL1900,45 X 100 X 25 BALL BRG,1,A1G,1
BRGBAL1920,50 X 80 X 16 BALL BRG,4,A1G,1
BRGBAL2020,60 X 95 X 18 BALL BRG,2,A1H,1
BRGBAL2080,60 X 130 X 31 BALL BRG,2,A1H,1
BRGBAL2140,75 X 115 X 20 BALL BRG,2,A1H,1
BRGBAL2145,"6314 2RSR, C3 BEARING (STANILESS STEEL)",0,11,1
BRGBAL2145,"6314 2RSR, C3 BEARING (STANILESS STEEL)",0,,1
BRGBAL2145,"6314 2RSR, C3 BEARING (STANILESS STEEL)",1,A1H,1
BRGBAL2150,NU 217 ECP CYLINDRICAL ROLLER BEARING (CHOPPER KNIFE SHAFT),4,,1
BRGBAL2151,6316M.C3 BEARING (CHOPPER PULLEY SHAFT),1,,1
BRGC&C0040,TIMKEN CUP & CONE,4,A2E,1
BRGCAM0020,"3/4"" O.D. X 3/8"" STUD SIZE",5,A3I,1
BRGCAM0026,CAM FOLLOWER  MCFR 26 S,4,,1
BRGCAM0040,"7/8"" O.D. X 3/8"" STUD SIZE",6,A3I,1
BRGCAM0060,"7/8"" O.D. X .050 STUD SIZE",5,A3I,1
BRGCAM0080,"7/8"" O.D. X .050 STUD SIZE",11,A3I,1
BRGCAM0100,"1"" O.D. X 7/16"" STUD SIZE",4,A3I,1
BRGCAM0120,30M O.D. X 12M STUD SIZE,1,A3J,1
BRGCAM0140,30M O.D. X 12M STUD SIZE,2,A3J,1
BRGCAM0160,35M O.D. X 16M STUD SIZE,5,A3J,1
BRGCAM0200,"1 1/2"" O.D. X 5/8"" STUD SIZE",20,A3J,1
BRGCAM0220,"2"" O.D. X 1 1/8"" STUD SIZE",3,A3J,1
BRGCAM0400,".2502"" X 3/4"" X 9/16"" YOKE",4,A3J,1
BRGCAM0420,".3127"" X 1"" X 11/16"" YOKE",4,A3J,1
BRGCAM0440,".3752"" X 1 1/4"" X 13/16"" YOKE",4,A3J,1
BRGCON0080,TIMKEN CONE,1,A2E,1
BRGCON0220,TIMKEN CONE,8,A2E,1
BRGCON0320,TIMKEN CONE,4,A2E,1
BRGCON0340,TIMKEN CONE,5,A2E,1
BRGCON0360,TIMKEN CONE,2,A2F,1
BRGCON0380,TIMKEN CONE,6,A2F,1
BRGCON0420,TIMKEN CONE,6,A2F,1
BRGCON0460,TIMKEN CONE,2,A2F,1
BRGCON0480,TIMKEN CONE,6,A2F,1
BRGCUP0060,TIMKEN CUP,3,A2F,1
BRGCUP0200,TIMKEN CUP,8,A2F,1
BRGCUP0300,TIMKEN CUP,4,A2F,1
BRGCUP0340,TIMKEN CUP,5,A2G,1
BRGCUP0360,TIMKEN CUP,2,A2G,1
BRGCUP0380,TIMKEN CUP,4,A2G,1
BRGCUP0420,TIMKEN CUP,3,A2G,1
BRGCUP0460,TIMKEN CUP,6,A2G,1
BRGINS0030,"1/2"" X 47M CYL. O.D. INSERT",4,A2B,1
BRGINS0040,"3/4"" X 1.8504 SPER. O.D. INSERT",4,A2B,1
BRGINS0060,"3/4"" X 47M SHPER. O.D. INSERT",4,A2B,1
BRGINS0065,"3/4"" X 47M CYL. O.D. INSERT",9,A2B,1
BRGINS0080,"3/4"" X 1.8504 SPER. O.D. INSERT",4,A2B,1
BRGINS0100,"3/4"" X 47M SPER. O.D. INSERT",3,A2B,1
BRGINS0110,"INSERT 3/4"" BORE",10,,1
BRGINS0120,20M X 47M SHER. O.D. INSERT,4,A2B,1
BRGINS0140,20M X 47M SHER. O.D. INSERT,4,A2B,1
BRGINS0195,"1"" X 2.045"" SPHER. OD INSERT C/W OIL GROOVE",3,A2B,1
BRGINS0200,"1"" X 2.0472 SPER. O.D. INSERT",8,A2C,1
BRGINS0201,"1"" X 3 1/8"" CYL. O.D. INSERT",4,A2C,1
BRGINS0215,"1"" X 52M CYL. O.D. INSERT",4,A2C,1
BRGINS0240,"1"" X 2.0472"" SPER. O.D. INSERT",4,A2C,1
BRGINS0260,"1"" X 2.0472"" SPER. O.D. INSERT",4,A2C,1
BRGINS0300,"1"" X 2.4409 SHER. O.D. INSERT",3,A2C,1
BRGINS0320,"1 3/16"" X 2.4409 SHER. O.D. INSERT",2,A2C,1
BRGINS0325,"1 3/16"" X 62M CYL. O.D. INSERT",6,A2C,1
BRGINS0400,"1 1/4"" X 2.8346 SPER. O.D. INSERT",4,A2C,1
BRGINS0401,"1 1/4"" X 3 7/8"" CYL O.D. INSERT",2,A2D,1
BRGINS0403,"1 1/4"" ID BEARING INSERTS (STAINLESS STEEL) - RACKWASHER",4,,1
BRGINS0420,"1 3/8"" X 2.8346 SHER. O.D. INSERT",5,A2D,1
BRGINS0440,"1 3/8"" X 2.8346 SHER. O.D. INSERT",1,A2D,1
BRGINS0500,40M X 80M SHER. O.D. INSERT,1,A2D,1
BRGINS0580,"1 15/16"" X 3.5433"" SHER. O.D. INSERT",2,A2D,1
BRGINS0600,50M X 90M X 23M TAPER BORE,2,A2D,1
BRGINS0601,ADAPTER FOR 22210-K,4,A2D,1
BRGINS0640,55M X 100M X 25M TAPER BORE,2,A2D,1
BRGINS0641,ADAPTER FOR 22211CKW33,2,A2E,1
BRGINS0680,"2 11/16"" X 5.1181 SHER. O.D. INSERT",2,A2E,1
BRGINS0690,2 - 13TC BEARING INSERT,4,,1
BRGMIS0020,"NYLON BEARING 7/16"" HEX",56,A4F,1
BRGMIS0040,"INTERROL INSERTS 7/16"" HEX",133,A4F,1
BRGMIS0060,"UNGROUND CONVEYOR 7/16"" HEX",4,A4F,1
